GENOME,PROFIT,NUMERO DI TRADE,WIN RATIO
010001000100-010111000110-011001001010-011010111101-011101000111-100101000101-101101000100-110101001010-111000001110-111011001101-10011101,-4.83,2,0.0
010011101111-010110000110-011001001111-011001111000-011011000010-011111101001-100010100011-100100100101-101001100100-101100100100-11000101,-1.75,13,76.92
000001110110-001010111010-001101111001-010100010111-010101111010-011101011010-011101110010-100001001100-101011010010-111000101101-10001110,2.06,3,66.67
001010001110-001101100011-001111101010-010001000000-011000010010-011111010110-100010100100-101000111111-111101100000-111110011010-00011101,11.9,11,27.27
001101111011-011100110000-011101011010-011101100000-011110101111-101010001010-101011101010-110101110010-111011110100-111111011100-10111110,12.0,14,50.0
001001111000-010001000011-011001100001-100011001111-100101011101-101010101010-101011110001-101100100100-110110010110-110111011000-10000111,32.69,35,71.43
000011011110-001000000110-011000111010-011010001110-100110001111-101001001110-101011001101-101101101100-110000110111-110001101100-10100111,-3.65,8,62.5
000010101011-001000000111-001100000100-010110000101-101000101111-101000101111-101010010101-101100101011-101111010011-111000011100-01100101,-1.55,12,50.0
001001010000-001010001001-001010101001-001010101011-001011000101-010100111000-100011000110-110000000001-110100010011-110100100101-00011011,3.08,51,19.61
001010010011-010001101111-010010100111-010010101010-100000101001-100100011110-101010000101-101011111001-101101011101-110010111111-01011001,2.1,29,34.48
000110101101-010011000010-010100011001-011011101011-100010010101-110011000111-110011101000-110110111001-111010001011-111100011001-10100100,-16.6,21,57.14
000011101110-010011010010-010111110111-011101000101-011110100011-110000000101-110011111101-111000100110-111110110001-111110110101-11010011,-15.81,9,44.44
000101110100-001010000000-001110101000-010010000000-010111100100-011100001001-100011011101-101101011100-101110011000-101111110100-11101111,-21.75,47,57.45
000101011110-000101111111-000110111011-001111011001-010001110011-010100100001-011100101010-101000100110-111100011001-111110011000-11011011,-7.37,12,41.67
000101110011-001110111110-010011011010-101110000110-110110000011-110110110000-111000011010-111011010100-111011100111-111111001001-00100011,5.08,8,87.5
000110101000-000111110101-001001010010-001001010011-001110110000-011000111010-011011011011-011100110110-011111010010-100101001000-11101000,23.97,64,75.0
000110101010-001100101100-001101001110-010000101000-011110111001-100010111101-100111101000-110010011110-110011100011-111011111000-00111010,29.49,16,56.25
000010011100-000101011100-000101101010-001111100000-010011111010-010111101101-011111000001-100001110000-101001111011-111101111111-01001101,-14.53,15,33.33
000010011100-001100001101-010010010011-010011010100-100010000010-100010011011-100111110011-110011001001-110111101000-111100101000-10011101,16.05,32,46.88
001000010001-010000100111-010001011001-010010100101-010101011000-010110100110-011111101111-100000000111-100011001011-110001010010-10011111,3.22,16,43.75
001001000010-001001110010-011100011001-011111100010-100101010100-101011010101-101100011011-101100111011-110010100111-110110101001-11101111,1.05,7,71.43
000001100101-000001101001-000111111100-001011100101-010100110011-010111000111-101100101001-101110010011-110100111000-111111100111-11110100,-0.6,10,50.0
000101000001-001101000101-010010110111-010101001110-011011101100-100001110010-100010100111-100111100110-101101001111-101111000101-10001100,-8.85,17,47.06
001010010000-001101010000-011010010101-011011100011-011110100111-100010110110-100111100101-101001011000-101010001000-111111111010-00111110,24.19,53,33.96
000000001101-000001001101-000010100101-000011110110-001001101000-001010000100-101001000000-110000101111-110001010010-111110001000-00111100,4.65,17,29.41
000010000101-000111010100-001010011010-001100110100-011101000000-100000010100-100011110010-100100101100-111100000100-111100110101-11111001,17.6,17,64.71
000000010101-000110000111-011000111010-011110000000-100001001000-100100110101-101011000101-110001000010-111100111010-111111111010-10010001,1.66,18,50.0
000010000010-000100100011-001101100110-100001001000-100001101000-100001111100-101110100110-110011101011-110101101101-111011101111-11110001,12.39,27,62.96
000010110110-000101000110-000101011110-000111001011-010000001111-010100010100-010100101001-100100101011-101110010100-110111010000-11101010,0.49,9,66.67
001001111101-001100111010-010110110100-011101101000-100101101000-100111011101-110110100011-111001101000-111100010110-111101101010-01111011,-0.07,4,25.0
001010011000-001101100000-010100011010-100010100011-100100000001-101011011111-101101101010-110001001001-110011111001-111110000010-00100000,1.77,71,54.93
000010001101-000011001100-000111011001-001101001000-100010101101-101101011110-111000010110-111010100010-111100100100-111100111101-10011001,-2.31,10,40.0
000011101100-000110100110-001010011100-001011110100-011000010101-011001000000-100100000101-101011001101-110000010111-110001011101-01011001,-0.6,10,30.0
000000000001-000010010011-000100011111-000111101010-001001010011-001101111100-010110001010-011111110101-111000011000-111111100000-10010110,-22.59,40,40.0
000000011001-000010001000-000010111011-000110111101-100110100010-101010111001-101011110011-110001111001-110100101001-110111000110-00000001,27.74,107,55.14
000000111100-001000001111-001010010000-001010100000-010000100011-100101101100-101001111101-110000010110-111000111111-111111000111-11010101,-13.37,18,44.44
000000100001-010000000010-010110000010-011010111010-011100000001-011101111110-100100100111-110001110101-110011001101-111100000110-01000011,9.61,32,78.12
000010010000-000100100111-000110111110-010000011001-010011010101-011110010110-101000001001-101110111101-110001011011-111011110111-11100000,-38.54,78,79.49
001000000000-010010100010-011011011000-100011101010-100100001111-100101100001-101110100100-110100010010-111000110110-111001111011-01111001,14.45,29,44.83
010001101010-010011100011-010100011100-010101011100-011111011011-100001101110-101001101110-101101110000-111000010111-111100011000-01110011,-6.01,9,44.44
001100011101-010001001011-010001101001-010110011101-101000101011-101011001001-101111100100-110011110001-111000100001-111111001100-01101101,-4.79,11,45.45
000111101010-001010001101-010010111000-010111000101-100010100100-100110010000-101001011010-101100001101-111001100111-111111100001-00001101,15.7,49,42.86
000010011011-000111110010-001010011000-001101001001-010001110100-010010000001-011101100001-101010111101-110000101000-110100100011-11100100,-41.09,21,47.62
000011010110-000011011101-000101011101-001000011001-001100010101-001111001011-010010001101-011000101011-011010010111-111101011100-01101011,-5.9,9,44.44
000100101100-000110101101-010100101010-011110001111-100001110000-100100101101-100110010110-101111010001-110100101011-111100110110-01000000,1.2,11,72.73
000111110001-001010011001-010010110101-011010001011-011110010001-100110110101-100111110011-101010010001-101110011010-111011010010-10011100,-35.53,50,32.0
001000110111-001011111001-001110110101-010001101001-010111000101-011101100001-100010010111-100011010011-110001111001-111110110011-01110100,-4.64,8,25.0
000011010111-000100101000-001100111100-011000111000-100110110000-101000101110-101111100010-110011111100-111010001100-111010101011-10110000,8.88,24,62.5
001111000000-010001000000-010001011110-010110111000-010111101110-011110110010-011111100111-100010110000-101010010010-101100001011-11010101,1.55,25,52.0
000001001001-000100011010-001000011111-001011110100-010111000011-101000100010-101000100101-110011000101-111011100010-111100001110-01000101,9.5,37,59.46
001001010001-001010000101-010000010100-011001010000-011101011110-100000000001-100000100101-100010010110-101011111101-110011110001-11110110,-38.38,50,46.0
000100110001-010101101100-010111011010-011001111100-011011100010-011100100001-011100100010-100000101111-101011011010-110001000110-00011100,-4.56,18,22.22
000000011111-000011111010-001010100001-001010101001-011100111110-100011110011-101001100110-110011000011-110111000000-111110010100-10001101,-7.9,23,47.83
000000100110-000000111010-000111100110-010011110100-010110000111-011110001111-100110010110-100110011111-100111011111-111110111101-10010110,10.13,7,71.43
000010001011-001110111000-100011000000-101000010010-101000110110-101010100110-110101010111-110110110000-111010101111-111100111101-01100010,21.2,20,90.0
000010101100-000100111010-001010100000-010110110011-100000111001-100011001001-100100011111-100111001111-100111101000-101111100001-00001010,-5.18,22,27.27
001111011101-010100001001-011010111000-011100011110-100011010010-100110111010-110100001101-111000000011-111111000110-111111100100-01110110,16.11,13,61.54
000011000010-000011100000-001100100101-001100101111-010011010001-011001001010-011100011100-011110000110-101000011000-101001010111-10101110,13.25,28,64.29
000000101111-010100011100-011011011100-011110001110-100000001000-100001010010-100111011010-111010000011-111101011001-111110101101-00111000,-16.81,59,23.73
000001011100-001011010011-010001011100-010110110110-011000000111-100111000011-101101001001-101101100010-110010101111-110110101110-01110100,-5.13,2,0.0
001011001100-001110001001-010011101101-010100001101-011010110110-100010100111-110110110001-111010110111-111100011001-111101111001-10011000,-21.61,15,33.33
000000101111-010001110110-011010110100-011110001010-100111110101-100111110110-101001011110-101011101000-111000000010-111110100010-10111100,-36.46,9,0.0
001011010001-001100011011-001110011110-001111101110-010100110000-011101000111-100100110011-101000101110-110111000001-110111110010-01110111,-10.83,16,31.25
000111110011-001011100001-011010101111-011110101010-101001110000-101101010101-110110001000-110111101111-111100001000-111111101001-10101011,18.28,15,86.67
011010000000-011111100011-100110001010-101001101011-101010101000-101011001101-101110000110-101111011000-111011101010-111101001101-11011001,9.24,17,52.94
000010001101-001011111010-010000110100-100001011001-100111110100-101000010110-101001010101-101011011000-110011111110-111010010110-10111100,-1.05,5,40.0
001000100111-001010001111-010110011001-011111101010-100010101101-100101000000-100110100010-100110101010-110101100110-111111101010-11100010,14.83,23,91.3
000100011110-000101111011-000110001110-001100010000-010011011110-011011101001-101000010001-101001100000-101010000100-111001110110-11100010,-16.23,26,72.0
000001011000-000110111100-001001000101-001010101000-010010110000-011101001000-011110101000-011110111110-101011110111-101111111001-11000001,11.18,76,81.58
000011110100-000110000001-000110101000-001010111010-010001110101-011011011111-011100000000-101001101001-111011010011-111100010100-11001000,41.59,44,75.0
000010110111-000110001010-001000100110-001111010010-010000101011-010001100001-010111110100-100001101011-110101001101-111000001001-11100111,10.14,17,76.47
000000100100-000010100011-000011101010-000111100001-011000100000-011011001000-101001101011-101100110010-111111000111-111111101001-01100111,0.68,11,63.64
000100110101-001110110100-001110110101-011011001110-011011101001-100000111101-101100101010-110010011111-111011000101-111110001111-01001101,-0.77,4,50.0
000000100110-000111110010-010100110001-010111011101-011001010010-101000101011-101110010011-110101000110-111010110100-111111111001-10110100,-5.4,10,40.0
000010101011-000111111010-001000101100-001111100011-010001010100-010110101111-011001000001-100110000001-110001110100-110010111011-11000100,26.57,46,71.74
000011111011-001010011100-010100010001-011100110011-011111011010-101010101011-101101011011-110000100000-110011010111-111111000110-11010010,20.95,11,90.91
